,book title,ratings,avg_score,author,score,votes
4476,The Devil Wears Plaid,"3,579",3.87,Teresa Medeiros,"57,",1
4477,"The Scottish Bride (Brides, #6)","3,560",3.91,Catherine Coulter,"57,",2
4478,"Casey (Buckhorn Brothers, #5)","5,171",4.14,Lori Foster,"57,",1
4479,"Falling into Infinity (Infinity, #1)","4,466",4.11,Layne Harper,"57,",1
4480,"Sizzle and Burn (Arcane Society, #3)","10,083",4.10,Jayne Ann Krentz,"57,",1
4481,"Sugar Daddy (Sugar Bowl, #1)","10,761",4.06,Sawyer Bennett,"57,",1
4482,Say the Word,"4,905",4.03,Julie   Johnson,"57,",1
4483,"Missing Hart (The Hart Family, #5)","4,768",4.30,Ella Fox,"57,",1
4484,The Country Escape,"2,148",4.22,Jane Lovering,"57,",1
4485,"Ich komme, um zu schreiben","11,310",3.73,Victoria Dahl,"57,",1
4486,"As You Desire (Braxton, #1)","4,094",3.93,Connie Brockway,"56,",2
4487,Love You to Death,"1,235",3.82,Shannon K. Butcher,"56,",1
4488,A Deal With the Devil (Lorimer Family & Clan Cameron #4),"1,257",3.85,Liz Carlyle,"56,",1
4489,More than a Mistress/No Man's Mistress (Mistress Trilogy #1-2),"1,195",4.03,Mary Balogh,"56,",1
4490,"Foretell (Wanderlove, #2)",528,4.23,Belle Malory,"56,",1
4491,"Raging Love (Mitchell Family, #3)","6,749",4.30,Jennifer Foor,"56,",1
4492,"Lucky in Love (Lucky Harbor, #4)","14,826",4.20,Jill Shalvis,"56,",1
4493,"The Women of Primrose Creek (Women of Primrose Creek, #1-4)",938,4.20,Linda Lael Miller,"56,",1
4494,"Sex Piston (Biker Bitches, #1)","9,011",4.13,Jamie Begley,"56,",1
4495,"Gabe (Buckhorn Brothers, #3)","4,688",4.07,Lori Foster,"56,",1
4496,"Better When He's Bad (Welcome to the Point, #1)","18,629",4.02,Jay Crownover,"56,",1
4497,Dark Notes,"18,738",4.07,Pam Godwin,"56,",1
4498,Devious Minds,"5,921",3.85,K.F. Germaine,"56,",1
4499,A Bright Young Thing,241,3.80,Brianne Moore,"56,",1
4500,In Den Armen Meines Feindes Roman,208,3.38,Jessica Trapp,"56,",1
4501,"Hide from Evil (Dead Wrong, #2)","2,330",4.06,Jami Alden,"55,",1
4502,A Woman of Virtue (Lorimer Family & Clan Cameron #3),"1,080",3.84,Liz Carlyle,"55,",1
4503,"Risking Fate (Mitchell Family, #4)","5,477",4.41,Jennifer Foor,"55,",1
4504,"The Pale Assassin (Pimpernelles, #1)","2,746",3.54,Patricia Elliott,"55,",1
4505,"Sheltered (Deeper Than Desire, #2)","5,647",3.64,Charlotte Stein,"55,",1
4506,"Just a Hint - Clint (Visitation, North Carolina, #4)","3,894",4.05,Lori Foster,"55,",1
4507,Holding On To Love (Holding On #1),367,3.62,A.E. Neal,"55,",1
4508,"Sterling (Mageri, #1; Mageriverse #1)","13,129",3.97,Dannika Dark,"55,",1
4509,"The Duke's Tattoo (Horsemen of the Apocalypse, #1)","1,865",3.83,Miranda Davis,"55,",1
4510,"Dignity (The Breaking Point, #2)","2,533",4.11,Jay Crownover,"55,",1
4511,"Songbird (Songbird, #1)",642,4.03,Lisa Edward,"55,",1
4512,"Catch My Fall (Catch, #1)","2,739",4.10,Ella Fox,"55,",1
4513,New Arrivals at Hedgehog Hollow,"3,776",4.49,Jessica Redland,"55,",1
4514,"The Dare (Briar U, #4)","59,668",3.79,Elle Kennedy,"55,",1
4515,"The Devil to Pay (MacLachlan Family, #1)","1,994",3.86,Liz Carlyle,"54,",1
4516,Touch Not the Cat,"7,483",3.93,Mary  Stewart,"54,",2
4517,"Wanting More (Mitchell Family, #5)","4,658",4.44,Jennifer Foor,"54,",1
4518,Cindy Ella,"3,700",3.69,Robin Palmer,"54,",1
4519,Courting Miss Hattie,"2,353",4.03,Pamela Morsi,"54,",1
4520,Fallen Angel,880,3.88,Charlotte Louise Dolan,"54,",1
4521,"Morgan (Buckhorn Brothers, #2)","5,581",4.06,Lori Foster,"54,",1
4522,Michael's Wife,247,3.77,Marlys Millhiser,"54,",1
4523,"Five Weeks (Seven, #3; Mageriverse #9)","9,089",4.27,Dannika Dark,"54,",1
4524,Between the Lives,"5,253",4.20,Jessica Shirvington,"54,",1
4525,"My Brother's Keeper (Bewitched and Bewildered, #5)","6,184",4.54,Alanea Alder,"54,",1
4526,"Charged (Saints of Denver, #2)","8,700",4.06,Jay Crownover,"54,",1
4527,"Tethered (Accidentally on Purpose, #4)","2,994",4.34,L.D. Davis,"54,",1
4528,"Consequences of Deception (Deception, #1)","2,764",3.92,Ella Fox,"54,",1
4529,The Orchard,"3,343",3.78,Theresa Weir,"54,",1
4530,The Tearoom on the Bay,"1,925",4.24,Rachel Burton,"54,",1
4531,Küssen kann man nicht verlernen,"1,240",4.03,Loretta Hill,"54,",1
4532,Never Romance a Rake (Neville Family #3),"1,797",3.85,Liz Carlyle,"53,",1
4533,"Delicious (The Marsdens, #1)","3,673",3.60,Sherry Thomas,"53,",1
4534,Haunted by Your Touch Anthology,"3,108",4.05,Jeaniene Frost,"53,",1
4535,Come Monday (Wild Irish #1),"4,706",3.77,Mari Carr,"53,",1
4536,"Kept (Blood Lust, #1)",906,3.53,Zoe Winters,"53,",1
4537,"Saving Us (Mitchell Family, #6)","3,935",4.43,Jennifer Foor,"53,",1
4538,"Lenobia's Vow (House of Night Novellas, #2)","16,756",4.17,P.C. Cast,"53,",1
4539,King of the Hill,31,3.45,Emma Goldrick,"53,",1
4540,"Asa (Marked Men, #6)","16,707",4.16,Jay Crownover,"53,",1
4541,"The Fall Up (The Fall Up, #1)","10,548",4.04,Aly Martinez,"53,",1
4542,"Promises Prevail (Promises, #3)","1,962",4.07,Sarah McCarty,"53,",1
4543,Anything Goes,14,3.71,Vicki Lewis Thompson,"53,",1
4544,"Winter Moon (Seven, #7.5; Mageriverse #14.5)","3,032",4.41,Dannika Dark,"53,",1
4545,"Burn (Dark in You, #1)","29,654",4.07,Suzanne Wright,"53,",1
4546,"Twist of Fate (Renegade Saints, #2)","1,858",4.21,Ella Fox,"53,",1
4547,The Wildest Heart,"1,131",3.89,Rosemary Rogers,"53,",1
4548,"Time Out (Time Out, #1)","2,573",3.91,Emma Murray,"53,",1
4549,"Vampire lieben gefährlich (Dark Ones, #7)","6,141",4.09,Katie MacAlister,"53,",1
4550,"A Lady of Persuasion (The Wanton Dairymaid Trilogy, #3)","3,881",3.39,Tessa Dare,"52,",1
4551,Irish Dreams: Irish Rebel / Sullivan's Woman,"4,444",4.10,Nora Roberts,"52,",2
4552,"Night Falls on the Wicked (Moon Chasers, #5)",215,3.72,Sharie Kohler,"52,",1
4553,Being Plumville,"1,224",4.30,Savannah J. Frierson,"52,",1
4554,"Claimed (Blood Lust, #2)",503,3.75,Zoe Winters,"52,",1
4555,"Jason & Cadence (The Wolf's Mate, #1)","3,633",3.81,R.E. Butler,"52,",1
4556,"Dragon's Oath (House of Night Novellas, #1)","21,235",4.07,P.C. Cast,"52,",1
4557,"Insatiable (Insatiable, #1)","22,953",3.43,Meg Cabot,"52,",2
4558,"Marrying The Royal Marine (Channel Fleet, #3)","1,224",3.93,Carla Kelly,"52,",1
4559,"Nash (Marked Men, #4)","28,069",4.19,Jay Crownover,"52,",1
4560,"The Arrangement (The Russian Guns, #1)","3,467",3.88,Bethany-Kris,"52,",1
4561,"Cunning (Infidelity, #2)","9,046",4.38,Aleatha Romig,"52,",1
4562,"Promises Keep (Promises, #2)","1,881",3.96,Sarah McCarty,"52,",1
4563,"Miranda's Viking (Shayne's Supernaturals, #3)",245,4.01,Maggie Shayne,"52,",1
4564,"One Second (Seven, #7; Mageriverse #14)","5,844",4.46,Dannika Dark,"52,",1
4565,"Jake Undone (Jake, #1)","22,515",4.11,Penelope Ward,"52,",1
4566,"On the Way Down (Retake Duet, #1)",705,4.12,Ella Fox,"52,",1
4567,Princess Daisy,"4,427",3.78,Judith Krantz,"52,",1
4568,"Kein Vampir für eine Nacht (Dark Ones, #2)","9,028",3.98,Katie MacAlister,"52,",1
4569,"Confessions from an Arranged Marriage (The Burgundy Club, #4)","1,616",3.66,Miranda Neville,"51,",1
4570,"Tall, Dark, and Texan (Whispering Mountain, #3)","1,968",4.22,Jodi Thomas,"51,",1
4571,"My Soul to Keep (Moon Chasers, #4)",287,3.71,Sharie Kohler,"51,",1
4572,"Mated (Blood Lust, #3)",578,3.87,Zoe Winters,"51,",1
4573,"Fragile (Rafferty, #1)","2,098",3.86,Shiloh Walker,"51,",1
4574,"Breeding Cycle (The Kategan Alphas, #1)","4,121",3.59,T.A. Grey,"51,",1
4575,"Splendor (Luxe, #4)","20,160",3.84,Anna Godbersen,"51,",1
4576,"Sizzle (Bad Boy Rockers, #1)","3,984",3.77,Lexi Buchanan,"51,",1
4577,"Murphy's Law (Law, #2)","6,198",3.98,Lori Foster,"51,",1
4578,"Rome (Marked Men, #3)","32,632",4.20,Jay Crownover,"51,",1
4579,"Pinokyo'nun Rüyası (Kayıp Şehir, #2)",182,4.30,Selvi Atıcı,"51,",1
4580,"Running Wild (Wild,  #1-3)","1,625",4.02,Sarah McCarty,"51,",1
4581,"Charming (Seven, #6.5; Mageriverse #13)","3,979",4.35,Dannika Dark,"51,",1
4582,"Ambersley (Lords of London, #1)",810,3.77,Amy Atwell,"51,",1
4583,"The Courtesan Duchess (Wicked Deceptions, #1)","3,930",3.70,Joanna Shupe,"51,",1
4584,"Living Again (Living Again, #1)","1,624",4.12,L.L. Collins,"51,",1
4585,"Strictly Temporary - Volume One (Strictly Temporary, #1)","1,102",4.03,Ella Fox,"51,",1
4586,Sweet Savage Love,"4,051",3.94,Rosemary Rogers,"51,",1
4587,The House by the Sea,"18,173",4.08,Louise Douglas,"51,",1
4588,"Ein Vampir kommt selten allein (Dark Ones, #6)","5,130",3.99,Katie MacAlister,"51,",1
4589,Years,"4,462",4.22,LaVyrle Spencer,"50,",2
4590,First Impressions,"8,930",3.78,Nora Roberts,"50,",1
4591,"Kiss of a Dark Moon (Moon Chasers, #2)",466,3.82,Sharie Kohler,"50,",1
4592,"Save My Soul (Preternaturals, #2)",695,3.89,Zoe Winters,"50,",1
4593,"Who Brings Forth the Wind (Kensington Chronicles, #3)","4,982",4.17,Lori Wick,"50,",1
4594,"Spell of the Highlander (Highlander, #7)","26,433",4.27,Karen Marie Moning,"50,",2
4595,"The Fireman Who Loved Me (The Bachelor Firemen of San Gabriel, #1)","2,780",3.88,Jennifer Bernard,"50,",1
4596,"Spicy (Bad Boy Rockers, #2)","1,964",4.05,Lexi Buchanan,"50,",1
4597,"Jude's Law (Law, #1)","6,802",3.92,Lori Foster,"50,",1
4598,"Fighting Silence (On the Ropes, #1)","18,620",4.18,Aly Martinez,"50,",1
4599,"Caleb (Shadow Wranglers, #1)","2,024",3.56,Sarah McCarty,"50,",1
4600,"Two Minutes (Seven, #6; Mageriverse #12)","7,622",4.34,Dannika Dark,"50,",1
4601,"Against All Odds (Against, #1)","2,853",3.89,Angie McKeon,"50,",1
4602,"I Don't (Enamorado, #1)","1,893",3.95,Ella Fox,"50,",1
4603,Foreign Affairs,"11,596",3.75,Alison Lurie,"50,",1
4604,Five French Hens,"7,775",4.01,Judy Leigh,"50,",1
4605,"Ein Lord mit besten Absichten (Noble, #1)","3,879",3.82,Katie MacAlister,"50,",1
4606,"Six of Crows (Six of Crows, #1)","763,267",4.49,Leigh Bardugo,"50,",1
4607,"When a Scot Loves a Lady (Falcon Club, #1)","1,455",3.76,Katharine Ashe,"49,",1
4608,"The Perfect Kiss (The Merridew Sisters, #4)","3,238",3.80,Anne Gracie,"49,",2
4609,"Games of the Heart (The 'Burg, #4)","21,405",4.40,Kristen Ashley,"49,",2
4610,"To Catch an Heiress (Agents of the Crown, #1)","18,694",3.91,Julia Quinn,"49,",1
4611,"To Crave a Blood Moon (Moon Chasers, #3)",496,3.80,Sharie Kohler,"49,",1
4612,"Temping Is Hell (Necessary Evil, #1)",239,3.80,Cathy Yardley,"49,",1
4613,"Kiss of Night (Kiss Trilogy, #1)",522,3.78,Debbie Viguié,"49,",1
4614,"The Nightingale Legacy (Legacy, #2)","3,074",3.89,Catherine Coulter,"49,",2
4615,"A Lawman's Christmas (McKettricks, #14)","2,190",4.15,Linda Lael Miller,"49,",1
4616,"Say ""I love you"", Vol. 1","10,609",4.22,Kanae Hazuki,"49,",1
4617,"Sultry (Bad Boy Rockers, #3)","1,404",4.13,Lexi Buchanan,"49,",1
4618,"The Chase Is On (The Westmorelands, #7)","1,218",4.34,Brenda Jackson,"49,",1
4619,"Declan + Coraline (Ruthless People, #0.5)","3,273",4.14,J.J. McAvoy,"49,",1
4620,"The Forever Night (Cowboy Country, #4)",7,3.57,Myrna Temte,"49,",1
4621,"Three Hours (Seven, #5; Mageriverse #11)","8,016",4.40,Dannika Dark,"49,",1
4622,"Lord Dashwood Missed Out (Spindle Cove, #4.5)","8,625",3.65,Tessa Dare,"49,",1
4623,Trust,"9,837",4.03,Kylie Scott,"49,",2
4624,The Forbidden Wish,avg,really,Jessica Khoury,"49,",1
4625,Until Mallory,"1,963",3.93,Ella Fox,"49,",1
4626,"Peyton Place (Peyton Place, #1)","11,655",3.79,Grace Metalious,"49,",1
4627,Together Tea,"4,572",3.97,Marjan Kamali,"49,",1
4628,"Ein fast perfekter Bräutigaum (Noble, #2)","2,011",3.67,Katie MacAlister,"49,",1
4629,"My Ruthless Prince (Inferno Club, #4)","2,376",3.94,Gaelen Foley,"48,",1
4630,"Paradise (Girl Friday, #1)",285,3.94,Tess Oliver,"48,",1
4631,Always,"4,175",3.80,Jude Deveraux,"48,",2
4632,"The Great Scot (Chisholm Brothers, #2)",574,3.81,Donna Kauffman,"48,",1
4633,Inseparable,"1,386",4.45,Brenda Jackson,"48,",1
4634,"Four Days (Seven, #4; Mageriverse #10)","8,742",4.38,Dannika Dark,"48,",1
4635,"Wicked Sexy Liar (Wild Seasons, #4)","16,702",4.15,Christina Lauren,"48,",1
4636,Bride of Pendorric,"4,293",3.85,Victoria Holt,"48,",1
4637,Swimming for Sunlight,892,3.97,Allie Larkin,"48,",1
4638,"If His Kiss Is Wicked (Grantham, #3)",755,4.01,Jo Goodman,"47,",1
4639,Prince Charming (Ascension Trilogy #3),"1,707",3.86,Gaelen Foley,"47,",1
4640,"Scandal in Scotland (Hurst Amulet, #2)","1,045",3.94,Karen Hawkins,"47,",2
4641,"Springwater (Springwater, #1)","1,502",4.10,Linda Lael Miller,"47,",1
4642,Bless This House,440,4.30,Norah Lofts,"47,",2
4643,The Way Back To Me,87,3.86,K.L. Conlon,"47,",1
4644,"The Hollow (The Hollow, #1)","20,323",3.74,Jessica Verday,"47,",1
4645,"A Penny for Your Thoughts (The Million Dollar Mysteries, #1)","1,527",4.17,Mindy Starns Clark,"47,",1
4646,"Wallflower (The Old Maids' Club, #1)","1,756",3.60,Catherine Gayle,"47,",1
4647,"Xavier (Men of Steel, #4)","2,565",4.45,M.J. Fields,"47,",1
4648,Night Heat (Forged of Steele #2),"1,240",4.37,Brenda Jackson,"47,",1
4649,"Sweetness (Bold As Love, #1)","3,270",3.70,Lindsay Paige,"47,",1
4650,"Six Months (Seven, #2; Mageriverse, #8)","10,981",4.11,Dannika Dark,"47,",1
4651,"Lord of Fire (Knight Miscellany, #2)",avg,really,Gaelen Foley,"47,",1
4652,Disrupt,"1,213",4.03,Ella Fox,"47,",1
4653,High Hearts,946,3.75,Rita Mae Brown,"47,",1
4654,The Brideship Wife,"1,000",3.77,Leslie     Howard,"47,",1
4655,Wicked Pleasure (Castle of Dark Dreams #2),"1,465",4.08,Nina Bangs,"46,",1
4656,Silver Angel,"5,864",3.88,Johanna Lindsey,"46,",3
4657,"Becoming (Daughters Of Saraqael, #1)","2,453",3.86,Raine Thomas,"46,",1
4658,Blink,"17,252",4.14,Ted Dekker,"46,",1
4659,"Forever and Always (Forever, #2)","4,045",3.84,Jude Deveraux,"46,",2
4660,Wild Orchids,"2,480",3.82,Karen Robards,"46,",1
4661,Fairy Bad Day,"3,673",3.81,Amanda Ashby,"46,",1
4662,"Zandor (Men of Steel, #3)","2,880",4.36,M.J. Fields,"46,",1
4663,Unfinished Business (Madaris Family Saga #13),"1,652",4.56,Brenda Jackson,"46,",1
4664,All of You,49,3.65,Jenni Wilder,"46,",1
4665,"Dark Fire (McCalls, #2)",858,3.74,Elizabeth Lowell,"46,",1
4666,"Seven Years (Seven, #1; Mageriverse #7)","17,848",4.03,Dannika Dark,"46,",1
4667,"Beauty and the Blacksmith  (Spindle Cove, #3.5)","11,435",3.76,Tessa Dare,"46,",1
4668,All That's Left to Hold Onto,"1,915",4.03,Ella Fox,"46,",1
4669,Simon the Fiddler,"9,716",3.84,Paulette Jiles,"46,",1
4670,"A Lady Of Expectations (Regencies, #6; Lester Family, #2)","2,073",3.75,Stephanie Laurens,"45,",1
4671,"Immortal Champion (Immortal Brotherhood, #3)",279,4.06,Lisa Hendrix,"45,",1
4672,Something New,151,3.74,Janis Thomas,"45,",1
4673,"Enchanting Pleasures (Pleasures, #3)","4,778",3.80,Eloisa James,"45,",1
4674,"To Desire a Devil (Legend of the Four Soldiers, #4)","7,225",3.80,Elizabeth Hoyt,"45,",1
4675,Beauty and the Feast,"1,497",3.73,Julia  Barrett,"45,",1
4676,"Thorn's Challenge (The Westmorelands, #3)","2,439",4.46,Brenda Jackson,"45,",1
4677,Stand by Me,avg,it,Ginger Rapsus,"45,",1
4678,"Guilty Pleasures (Guilty, #1)","9,102",3.90,Laura Lee Guhrke,"45,",1
4679,"I Want (Enamorado, #2)","1,065",4.25,Ella Fox,"45,",1
4680,A Spanish Lover,"1,904",3.55,Joanna Trollope,"45,",1
4681,Blind Date Mit Einem Vampir,"12,738",3.71,Katie MacAlister,"45,",1
4682,Hidden Heart,132,3.88,Camelia Miron Skiba,"44,",1
4683,"Between the Devil and Desire (Scoundrels of St. James, #2)","8,643",4.02,Lorraine Heath,"44,",1
4684,"Lady Sophia's Lover (Bow Street Runners, #2)","19,727",3.96,Lisa Kleypas,"44,",1
4685,"Sunfire (Pure Wildfire, #1)",484,3.72,Lynne Connolly,"44,",1
4686,"Jase (Men of Steel, #1)","5,222",3.93,M.J. Fields,"44,",1
4687,"Riding the Storm (The Westmorelands, #5)","2,155",4.42,Brenda Jackson,"44,",1
4688,"Looking for You (Oh Captain, My Captain #1)",658,3.76,Lindsay Paige,"44,",1
4689,"Keeping Him (Bishop Brothers, #4)","2,449",4.32,Kennedy Fox,"44,",1
4690,Forever Right Now,"11,432",4.22,Emma   Scott,"44,",2
4691,"Between Us (Renegade Saints, #3)",961,4.23,Ella Fox,"44,",1
4692,The Ladies of Missalonghi,"4,651",3.69,Colleen McCullough,"44,",1
4693,The Viscount and the Vicar's Daughter,"4,133",3.84,Mimi Matthews,"44,",1
4694,Thief of Hearts,"2,639",3.95,Teresa Medeiros,"43,",1
4695,Pargeters,250,3.95,Norah Lofts,"43,",1
4696,"Accidentally on Purpose (Accidentally on Purpose, #1)","17,987",3.93,L.D. Davis,"43,",1
4697,A Heart Most Worthy,"1,873",3.94,Siri Mitchell,"43,",1
4698,"Forever... (Forever, #1)","5,496",3.81,Jude Deveraux,"43,",2
4699,"Red Lion, Vol. 1",89,4.03,Yong Sun Kim,"43,",1
4700,"Colters' Lady (Colters' Legacy, #2)",avg,really,Maya Banks,"43,",1
4701,"Unforgettable (Undescribable, #4)","1,467",4.30,Shantel Tessier,"43,",1
4702,"Irresistible Forces (Forged of Steele, #5)","9,151",3.75,Brenda Jackson,"43,",1
4703,The Long Way Home,"1,694",3.64,Erin  Leigh,"43,",1
4704,"The Scandalous, Dissolute, No-Good Mr. Wright","5,628",3.84,Tessa Dare,"43,",1
4705,"Reforming a Rake (With This Ring, #1)","4,060",3.91,Suzanne Enoch,"43,",1
4706,Unforgivable,"1,651",4.13,Isabel Love,"43,",1
4707,"Something to Believe In (Renegade Saints, #4)",916,4.40,Ella Fox,"43,",1
4708,"Süsses, Wildes Herz",919,3.97,Sandra Hill,"43,",1
4709,An Accidental Goddess,"3,053",3.96,Linnea Sinclair,"42,",1
4710,"Barely a Lady (Drake's Rakes, #1)","2,307",3.64,Eileen Dreyer,"42,",1
4711,"A Surrendered Heart (The Broadmoor Legacy, #3)","2,187",4.10,Tracie Peterson,"42,",1
4712,Lord Carew's Bride,"2,721",3.87,Mary Balogh,"42,",1
4713,"A Knight to Remember (Knight, #2)","1,124",3.78,Christina Dodd,"42,",2
4714,A Novel Idea,"3,116",3.70,Aimee Friedman,"42,",1
4715,"Checkmate (Neighbor from Hell, #3)","48,116",4.13,R.L. Mathewson,"42,",1
4716,"Colters' Woman (Colters' Legacy, #1)","17,697",3.83,Maya Banks,"42,",1
4717,Wild World,avg,it,Ginger Rapsus,"42,",1
4718,"Lev (Shot Callers, #1)","23,255",4.12,Belle Aurora,"42,",1
4719,"The Care and Taming of a Rogue (Adventurers’ Club, #1)","4,321",3.82,Suzanne Enoch,"42,",1
4720,Disgrace,"19,732",4.35,Brittainy C. Cherry,"42,",1
4721,Sweet Like Candy,976,3.77,Evie Harrison,"42,",1
4722,The Light In Summer (Butternut Lake #5),"1,201",3.79,Mary McNear,"42,",1
4723,"In den Armen des Wikingers (Viking I, #1)","1,768",3.84,Sandra Hill,"42,",1
4724,"Lord Perfect  (Carsington Brothers, #3)","6,210",4.04,Loretta Chase,"41,",2
4725,Time Off for Good Behavior,905,3.71,Lani Diane Rich,"41,",1
4726,The Concubine's Secret,"3,033",3.91,Kate Furnivall,"41,",1
4727,"The Famous Heroine (Stapleton-Downes, #5)","1,560",3.78,Mary Balogh,"41,",1
4728,"Mad, Bad and Blonde (West Investigations, #1)","1,051",3.68,Cathie Linz,"41,",1
4729,Second Chance Romance (Up in Flames #1),"2,003",3.48,Asrai Devin,"41,",1
4730,"Seduced (The Wicked Woodleys, #5)",461,4.27,Jess Michaels,"41,",1
4731,"Bullet to the Heart (No Mercy, #1)","1,291",3.99,Lea Griffith,"41,",1
4732,"Then There Was You (Second Chances Duet, #1)","5,071",3.96,Claire Contreras,"41,",1
4733,The Summer Fields,93,3.95,L.P. Fergusson,"41,",1
4734,"Der Schwur des Wikingers (Viking II, #3)","1,568",4.12,Sandra Hill,"41,",1
4735,Waltz This Way (Ex Trophy Wives #3),347,3.93,Dakota Cassidy,"40,",1
4736,"The Jewel of St. Petersburg (The Russian Concubine, #0)","4,764",3.90,Kate Furnivall,"40,",1
4737,"The Healer's Apprentice (Hagenheim, #1)","21,297",3.81,Melanie Dickerson,"40,",1
4738,"Forbidden (Medieval, #2)","3,731",3.94,Elizabeth Lowell,"40,",2
4739,The Big Bad Wolf Tells All,807,3.52,Donna Kauffman,"40,",1
4740,"Betrayal (Infidelity, #1)","13,120",4.28,Aleatha Romig,"40,",1
4741,Sweet Starfire and Crystal Flame,349,4.06,Jayne Ann Krentz,"40,",1
4742,"A Measure of Deceit (The Ladies' Book of Pleasures, #3)",540,3.99,Jess Michaels,"40,",1
4743,"The Wrong Kind of Love (The Boys of Jackson Harbor, #1)","11,301",4.24,Lexi Ryan,"40,",1
4744,Strictly Temporary: A Hart Family Spinoff,10,4.60,Ella Fox,"40,",1
4745,Liberating Paris,824,3.58,Linda Bloodworth Thomason,"40,",1
4746,Das Herz des Highlanders,"7,820",4.08,Janet Chapman,"40,",1
4747,"Gossamer  (Faeble, #1)",430,3.97,S.L. Naeole,"39,",1
4748,"Full Moon Rising (Riley Jenson Guardian, #1)","33,322",3.89,Keri Arthur,"39,",1
4749,Maid to Match,"11,318",3.98,Deeanne Gist,"39,",1
4750,"Shadow Music (Highlands' Lairds, #3)","14,829",3.95,Julie Garwood,"39,",2
4751,"Taken By the Duke (The Pleasure Wars, #1)","1,949",3.90,Jess Michaels,"39,",1
4752,"Undeserving (Undeniable, #5)","3,811",4.47,Madeline Sheehan,"39,",1
4753,"Dearest Clementine (Dearest, #1)","13,189",4.10,Lex Martin,"39,",1
4754,"Suddenly Forbidden (Gray Springs University, #1)","7,588",3.91,Ella Fields,"39,",1
4755,Wunschkonzert,125,3.72,Anne Hertz,"39,",1
4756,Ladyhawke,"1,456",4.04,Joan D. Vinge,"38,",1
4757,Nearlyweds,"2,161",3.67,Beth Kendrick,"38,",1
4758,"Outlaw (MacKenzie-Blackthorn #3, Man of the Month #26)","1,082",3.94,Elizabeth Lowell,"38,",2
4759,Venus Capriccio 1,307,3.86,Mai Nishikata,"38,",1
4760,"An Introduction to Pleasure (Mistress Matchmaker, #1)","3,128",3.83,Jess Michaels,"38,",1
4761,"Twist (Dive Bar, #2)","13,133",3.92,Kylie Scott,"38,",1
4762,"At the Bride Hunt Ball (Devine & Friends, #1)","7,053",3.95,Olivia Parker,"38,",1
4763,"The Roommate ""dis""Agreement",avg,really,Leddy Harper,"38,",1
4764,Sin's Temptation,819,3.80,Evie Harrison,"38,",1
4765,Almost Paradise,"1,566",3.72,Susan Isaacs,"38,",1
4766,The Book of Lost and Found,"10,871",3.92,Lucy Foley,"38,",1
